ufb,usefulness,experience,numofrv,lenrv,dup,score
6,0.5,0,3,325.3333333,1,1970
1,1,0,1,847,0,1970
1,1,0,1,560,0,1971
1,0.5,0,1,452,0,1972
1,1,9,2,622.5,1,1972
6,0.75,0,1,1230,0,1973
11,1,0,1,1756,0,1973
0,0,0,1,45,0,1973
1,1,0,1,406,0,1974
3,1,0,1,117,0,1975
17,0.85,31,2,601,1,1979
26,0.928571429,3051,5,1039.4,1,1979
47,0.68115942,376,3,805.6666667,1,1979
3,0.6,0,1,277,0,1980
1,0.5,0,1,219,0,1980
8,1,0,1,547,0,1980
3,1,0,1,978,0,1982
2,1,0,1,216,0,1982
32,0.888888889,0,1,372,0,1983
6,0.047244094,0,1,548,0,1983
1,1,0,1,549,0,1984
0,0,0,1,501,0,1986
7,1,0,1,434,0,1987
2,0.5,243,2,513,1,1988
0,0,0,1,106,0,1989
5,1,0,1,936,0,1990
1,1,0,1,885,0,1991
0,0,0,1,254,0,1991
5,0.357142857,0,2,221,1,1994
4,0.8,0,1,2351,0,1994
1,1,0,1,735,0,1994
2,1,0,1,188,0,1996
0,0,0,1,97,0,1997
0,0,0,1,175,0,1998
2,1,0,1,204,0,1998
1,0.333333333,0,1,713,0,1998
22,0.846153846,143,4,717.5,1,1999
6,1,0,1,357,0,2000
1,0.5,0,1,291,0,2001
22,0.814814815,1269,2,1191,1,2003
1,1,0,1,367,0,2003
8,0.888888889,0,1,1279,0,2004
2,0.666666667,0,1,564,0,2004
16,1,0,1,3274,0,2004
2,0.666666667,0,1,231,0,2005
1,1,0,1,515,0,2005
4,1,0,1,551,0,2005
3,0.214285714,457,3,1059,1,2005
4,1,0,1,1834,0,2005
5,1,0,1,428,0,2006
5,1,0,1,422,0,2006
0,0,0,1,538,0,2007
3,0.6,0,1,535,0,2009
2,1,0,1,192,0,2011
4,1,0,1,830,0,2011
3,1,0,1,247,0,2011
6,1,0,1,1677,0,2011
2,0.4,0,1,276,0,2011
5,1,0,1,183,0,2011
8,1,0,1,246,0,2011
1,0.5,0,1,437,0,2013
3,1,0,1,674,0,2013
3,1,0,1,3114,0,2013
22,0.4,0,1,146,0,2013
17,0.944444444,0,1,1011,0,2013
5,0.833333333,0,1,494,0,2014
5,0.714285714,0,2,609,1,2014
2,0.666666667,0,1,157,0,2014
1,0.5,0,1,377,0,2015
5,1,0,1,783,0,2015
8,0.470588235,0,1,4816,0,2016
8,0.5,0,1,349,0,2016
7,1,0,1,710,0,2017
11,0.916666667,0,1,966,0,2018
5,0.416666667,0,1,925,0,2018
8,0.888888889,195,2,641.5,1,2019
1,1,0,1,274,0,2019
0,0,0,1,196,0,2020
1,1,0,1,346,0,2020
0,0,0,1,1590,0,2020
2,1,0,1,697,0,2022
5,1,0,1,242,0,2022
1,0.5,0,1,221,0,2024
2,0.181818182,0,1,1047,0,2024
1,1,0,1,386,0,2025
9,1,0,1,715,0,2025
1,1,0,1,221,0,2025
7,0.7,0,1,426,0,2027
9,0.9,0,1,303,0,2028
16,0.5,0,1,259,0,2029
2,1,0,1,3688,0,2030
3,0.75,0,2,506,1,2030
3,0.6,0,1,515.5,0,2032
11,0.846153846,6,2,336.5,1,2032
21,0.954545455,0,1,1074,0,2032
1,0.1,0,1,1105,0,2033
0,0,0,1,247,0,2033
5,0.833333333,104,2,302.5,1,2033
2,1,0,1,533,0,2034
7,0.875,0,1,818,0,2034
2,1,0,1,685,0,2036
9,0.28125,0,1,991,0,2037
0,0,0,1,88,0,2037
10,0.833333333,0,1,2111,0,2038
6,1,0,1,574,0,2038
0,0,0,1,218,0,2039
2,0.5,0,1,253,0,2040
11,0.916666667,0,1,725,0,2043
9,1,0,1,3065,0,2043
4,1,0,1,300,0,2044
2,1,0,1,1208,0,2044
1,0.5,62,2,441.5,1,2046
3,0.6,0,2,439.5,1,2046
3,0.5,0,1,151,0,2047
1,0.5,0,1,429,0,2047
2,0.4,1,2,332.5,1,2049
8,0.533333333,0,1,2106,0,2050
3,0.6,0,1,686,0,2050
2,0.4,0,1,461,0,2050
5,0.833333333,0,1,414,0,2050
0,0,0,1,236,0,2051
1,1,0,1,1216,0,2052
0,0,0,1,1210,0,2052
8,1,0,1,901,0,2054
8,0.727272727,0,1,695,0,2056
2,0.666666667,0,1,648,0,2057
2,1,0,1,247,0,2058
16,0.941176471,0,1,2885,0,2058
0,0,0,1,546,0,2058
15,0.9375,2003,3,1371.333333,1,2059
7,1,0,2,444.5,1,2060
1,1,0,1,224,0,2061
14,1,0,1,1459,0,2062
2,1,122,2,279,1,2063
3,0.176470588,0,1,675,0,2065
3,0.75,0,1,745,0,2070
13,1,0,1,1276,0,2070
7,0.583333333,0,2,461,1,2070
3,1,1204,3,249,1,2070
3,1,0,1,802,0,2071
1,0.5,0,1,134,0,2072
16,0.8,0,2,908,1,2072
0,0,0,1,76,0,2073
92,0.929292929,0,1,565,0,2073
15,0.9375,535,3,1794.333333,1,2074
0,0,0,1,1112,0,2075
8,1,0,1,439,0,2075
2,1,0,1,281,0,2075
2,0.666666667,0,1,1401,0,2077
2,0.095238095,0,1,1133,0,2077
1,1,0,1,1056,0,2077
5,0.357142857,0,1,793,0,2078
1,0.5,0,1,386,0,2079
0,0,0,1,501,0,2080
1,0.5,0,1,1603,0,2081
1,0.5,0,1,141,0,2083
3,0.6,0,1,291,0,2083
0,0,0,1,1194,0,2083
2,1,0,1,856,0,2084
4,1,0,1,531,0,2084
1,1,0,1,394,0,2085
12,1,0,1,2629,0,2085
7,0.875,0,1,1182,0,2087
20,0.909090909,0,1,1001,0,2088
2,0.222222222,0,1,601,0,2088
14,0.583333333,0,1,975,0,2088
1,0.055555556,0,1,442,0,2089
0,0,0,1,1911,0,2090
0,0,0,1,148,0,2090
11,0.916666667,0,1,586,0,2091
23,0.851851852,15,4,426.5,1,2091
1,1,0,1,203,0,2092
12,1,175,4,1038,1,2092
0,0,0,1,727,0,2092
0,0,0,1,62,0,2093
17,1,0,1,353,0,2094
4,0.8,0,1,525,0,2095
1,1,0,1,335,0,2096
0,0,0,1,190,0,2096
0,0,0,1,1019,0,2097
0,0,0,3,101.3333333,1,2097
0,0,0,1,741,0,2097
1,1,0,1,695,0,2097
1,1,0,1,789,0,2099
3,0.75,0,1,353.25,0,2099
0,0,0,1,1156,0,2100
33,0.970588235,0,1,1290,0,2102
0,0,0,1,556,0,2102
7,0.184210526,0,1,286,0,2103
1,0.333333333,0,1,5996,0,2104
8,0.5,0,1,2402,0,2105
20,0.833333333,0,1,1764,0,2107
4,0.8,0,1,673,0,2108
4,0.4,0,1,411,0,2110
3,0.75,0,1,312,0,2110
2,1,0,1,1051,0,2110
3,1,0,1,435,0,2111
3,0.75,0,1,778,0,2111
1,1,0,1,602,0,2113
5,1,0,1,1566,0,2113
3,0.75,0,1,224,0,2113
5,1,0,1,487,0,2114
1,1,0,1,206,0,2114
3,1,0,1,445,0,2114
3,1,0,1,1848,0,2115
1,1,0,1,667,0,2115
3,0.6,0,1,621,0,2115
2,0.666666667,0,1,626,0,2118
30,1,0,1,1066,0,2119
5,1,0,1,202,0,2119
61,0.953125,0,1,979,0,2120
7,0.777777778,0,1,2336,0,2120
9,0.818181818,28,3,706,1,2122
1,0.2,0,1,68,0,2122
2,0.666666667,0,2,404,1,2122
6,0.857142857,0,2,855,1,2123
36,0.947368421,0,1,1397,0,2124
6,0.857142857,0,1,1285,0,2125
7,0.875,0,1,677,0,2125
2,1,0,1,257,0,2125
11,0.6875,0,1,1091,0,2126
4,1,0,1,1556,0,2127
17,1,0,1,1325,0,2127
0,0,0,1,443,0,2128
8,0.615384615,0,1,698,0,2128
6,0.75,0,1,309,0,2128
3,0.75,812,2,459,1,2129
1,1,0,1,631,0,2129
2,0.5,0,1,338,0,2129
0,0,0,1,575,0,2129
0,0,0,1,53,0,2131
3,1,0,1,353,0,2132
3,0.6,0,1,434,0,2132
1,1,0,1,508,0,2133
7,0.777777778,0,1,1465,0,2133
1,0.071428571,0,1,281,0,2134
2,0.25,0,1,532,0,2134
1,1,0,1,151,0,2134
1,0.5,0,1,603,0,2134
16,0.842105263,0,2,4912.5,1,2135
3,1,0,1,1042,0,2135
6,0.857142857,0,1,1497,0,2137
4,0.4,0,1,119,0,2137
7,1,0,1,1136,0,2137
1,1,0,1,1,0,2137
1,1,0,1,601,0,2138
7,0.777777778,0,1,5887,0,2138
5,1,0,1,1791,0,2138
51,0.910714286,396,2,888.5,1,2139
6,1,0,1,1204,0,2139
1,1,0,1,1507,0,2140
4,0.666666667,0,1,1607,0,2140
1,1,0,1,563,0,2141
4,1,0,1,314,0,2142
1,0.2,0,1,359,0,2142
0,0,0,1,156,0,2143
1,0.5,0,1,1628,0,2144
2,1,0,1,875,0,2144
4,1,0,1,1214,0,2147
3,1,0,1,3438,0,2147
22,0.785714286,0,1,368,0,2148
1,0.5,0,1,424,0,2148
7,0.636363636,1,2,395,1,2148
11,0.785714286,0,1,822,0,2149
0,0,0,1,299,0,2150
6,0.857142857,0,1,261,0,2150
5,0.714285714,0,1,338,0,2151
2,0.666666667,5,4,4025.25,1,2151
5,0.384615385,0,1,543,0,2151
1,0.5,0,3,1534,1,2151
0,0,0,1,318,0,2152
3,1,0,1,898,0,2152
4,1,0,1,1151,0,2154
0,0,0,1,209,0,2154
9,0.9,0,1,373,0,2155
10,0.769230769,0,1,999,0,2155
7,0.411764706,20,2,159,1,2156
3,0.6,0,1,845,0,2157
13,1,0,1,692,0,2157
16,1,0,1,271,0,2157
7,0.28,0,1,413,0,2157
1,0.5,0,2,167.5,1,2157
1,0.333333333,0,1,139,0,2159
6,0.75,0,1,943,0,2160
1,0.142857143,0,1,451,0,2160
17,1,0,1,643,0,2160
1,1,0,1,370,0,2160
7,1,0,1,703,0,2163
2,0.153846154,0,1,101,0,2164
3,0.75,73,2,1319.5,1,2165
9,0.9,0,1,446,0,2165
21,0.875,0,1,1606,0,2165
3,1,0,1,282,0,2166
33,0.970588235,60,3,1030.666667,1,2166
1,1,0,1,563,0,2166
2,0.4,0,1,89,0,2167
1,0.5,0,1,1055,0,2168
1,1,0,1,158,0,2168
3,0.6,0,1,1063,0,2169
0,0,0,1,275,0,2169
8,0.615384615,0,1,2853,0,2170
10,0.666666667,0,1,3037,0,2170
0,0,0,1,569,0,2171
3,0.75,0,1,115,0,2172
2,0.5,0,1,226,0,2174
4,1,0,1,384,0,2174
4,0.5,0,1,670,0,2174
17,0.85,758,2,974.5,1,2174
1,0.166666667,0,1,245,0,2175
3,0.75,1224,2,1448,1,2176
1,1,0,1,525,0,2176
0,0,0,1,2335,0,2176
6,0.857142857,0,1,605,0,2177
6,0.428571429,0,1,481,0,2178
5,1,0,1,415,0,2178
1,0.5,0,1,592,0,2179
1,1,0,1,411,0,2180
5,0.294117647,1036,4,274,1,2180
4,0.25,0,1,1353,0,2181
7,1,0,1,1206,0,2181
1,1,0,1,390,0,2182
2,1,0,1,635,0,2183
21,0.84,0,1,601,0,2184
120,0.895522388,0,1,1511,0,2186
7,0.777777778,0,1,777,0,2187
4,1,0,1,440,0,2188
1,0.25,0,1,75,0,2188
1,1,0,1,656,0,2189
8,0.888888889,0,1,123,0,2189
0,0,0,1,162,0,2190
68,0.957746479,0,1,821,0,2190
11,1,0,1,674,0,2191
4,1,0,2,192,1,2191
0,0,0,1,1061,0,2191
0,0,0,1,330,0,2192
3,1,0,1,612,0,2193
56,1,0,1,3697,0,2194
1,1,0,1,292,0,2194
10,0.909090909,0,1,842,0,2196
0,0,0,1,283,0,2197
3,1,0,1,388,0,2198
0,0,0,1,381,0,2198
4,1,0,1,438,0,2198
2,1,0,1,375,0,2198
4,1,0,1,1147,0,2200
2,1,0,1,238,0,2201
1,0.5,0,1,829,0,2202
2,1,0,1,671,0,2202
106,0.490740741,0,1,3278,0,2203
0,0,0,1,1395,0,2203
6,1,0,1,430,0,2203
0,0,0,1,225,0,2203
19,0.279411765,0,1,535,0,2204
2,1,0,1,491,0,2204
1,1,0,1,525,0,2205
4,1,0,1,1307,0,2206
1,1,0,1,84,0,2207
0,0,0,1,899,0,2208
1,1,0,1,508,0,2209
0,0,0,1,135,0,2209
81,1,118,2,2513,1,2210
7,0.092105263,0,1,182,0,2210
3,1,0,1,813,0,2211
0,0,0,1,226,0,2211
0,0,0,1,190,0,2212
6,0.75,0,1,530,0,2213
9,0.9,0,1,529,0,2216
8,0.571428571,0,1,341,0,2217
8,0.727272727,0,1,977,0,2218
1,0.5,0,1,424,0,2219
6,0.666666667,0,1,1025,0,2219
12,0.923076923,0,1,448,0,2220
10,0.303030303,0,1,343,0,2220
1,0.5,0,1,509,0,2222
1,1,0,1,1863,0,2223
31,0.281818182,135,2,972.5,1,2224
28,0.823529412,0,1,952,0,2224
1,0.029411765,0,1,290,0,2225
2,0.666666667,0,1,446,0,2225
49,0.485148515,0,7,395.5714286,1,2226
2,1,0,1,1831,0,2230
1,1,0,1,1170,0,2230
18,0.75,0,1,2248,0,2230
18,0.290322581,807,2,640.5,1,2230
5,1,0,1,161,0,2231
2,1,0,1,1134,0,2233
0,0,0,1,248,0,2236
3,1,0,1,616,0,2236
9,0.9,0,1,374,0,2238
5,0.714285714,0,1,289,0,2238
3,1,0,1,301,0,2238
1,0.25,0,1,184,0,2238
3,0.75,0,1,457,0,2240
1,1,0,1,392,0,2240
3,1,0,1,1788,0,2241
2,0.666666667,0,1,190,0,2241
0,0,0,1,1757,0,2241
0,0,0,1,251,0,2242
0,0,0,1,78,0,2243
1,1,0,1,226,0,2243
1,0.5,0,1,474,0,2244
19,0.791666667,0,1,733,0,2247
3,1,0,1,721,0,2247
0,0,0,1,516,0,2248
1,1,0,1,261,0,2248
0,0,0,1,615,0,2249
0,0,165,3,276.6666667,1,2249
20,0.952380952,0,1,635,0,2250
1,1,0,1,364,0,2250
16,1,0,1,583,0,2250
2,1,0,1,194,0,2250
2,1,0,2,977.5,1,2251
2,0.666666667,0,1,478,0,2251
2,0.25,0,1,675,0,2251
18,1,0,1,702,0,2252
1,1,0,1,367,0,2253
3,1,0,1,666,0,2254
0,0,0,1,561,0,2254
0,0,0,1,131,0,2255
3,0.6,0,1,1148,0,2256
3,0.25,0,1,777,0,2256
6,0.666666667,646,2,564,1,2256
2,0.25,0,1,567,0,2256
1,0.5,0,1,245,0,2257
1,1,4,2,571,1,2258
3,1,0,1,2491,0,2258
4,0.8,0,1,700,0,2259
4,1,0,1,242,0,2259
1,1,0,1,507,0,2259
7,1,0,1,819,0,2260
2,1,0,1,568,0,2260
11,0.407407407,0,1,1849,0,2261
2,1,0,1,241,0,2262
5,0.25,0,1,1562,0,2262
0,0,0,1,92,0,2262
1,1,0,1,431,0,2263
37,0.973684211,0,1,486,0,2263
1,1,0,1,549,0,2263
9,0.75,2,3,167.3333333,1,2263
4,1,0,1,334,0,2266
0,0,0,1,70,0,2266
1,1,0,1,599,0,2266
8,0.727272727,0,1,727,0,2268
3,1,0,1,410,0,2269
0,0,0,1,184,0,2270
11,1,0,1,870,0,2271
2,0.5,0,1,451,0,2272
2,1,0,1,409,0,2272
2,1,0,1,239,0,2272
6,1,348,2,532,1,2273
1,1,0,1,90,0,2273
9,0.692307692,0,1,261,0,2274
2,1,0,1,560,0,2274
4,0.8,0,1,549,0,2275
0,0,0,1,213,0,2276
3,0.75,0,1,1048,0,2277
1,0.5,0,1,410,0,2277
5,1,0,1,522,0,2278
5,0.714285714,0,1,748,0,2278
5,1,0,1,323,0,2279
10,0.833333333,0,1,1033,0,2280
4,0.5,0,1,11,0,2282
12,1,0,1,631,0,2287
0,0,0,1,359,0,2287
0,0,0,1,357,0,2288
2,1,0,1,297,0,2288
1,1,0,1,451,0,2289
14,0.933333333,0,1,721,0,2291
18,0.9,0,1,470,0,2292
2,1,0,1,390,0,2293
0,0,0,1,296,0,2294
0,0,0,1,878,0,2295
1,1,0,1,207,0,2295
1,0.5,0,1,432,0,2296
1,1,0,1,1236,0,2296
0,0,0,1,70,0,2296
6,0.6,0,1,1116,0,2297
1,0.333333333,19,2,665.5,1,2300
0,0,0,1,347,0,2300
9,1,0,1,296,0,2301
1,0.166666667,0,1,238,0,2301
1,1,0,1,232,0,2302
3,0.428571429,0,1,2973,0,2302
8,1,0,1,1896,0,2302
2,0.4,0,1,148,0,2303
4,0.8,0,1,686,0,2304
3,1,0,1,319,0,2304
22,0.916666667,38,6,638.1666667,1,2305
3,1,0,1,851,0,2306
20,1,0,1,1556,0,2306
3,0.75,0,1,437,0,2307
5,0.833333333,0,1,476,0,2308
2,1,0,1,314,0,2308
1,0.333333333,0,1,173,0,2308
3,1,0,1,958,0,2309
2,0.4,0,1,269,0,2310
2,1,0,1,644,0,2310
18,1,0,1,1432,0,2311
3,1,0,1,484,0,2312
82,0.255451713,0,1,1523,0,2312
3,0.6,0,1,607,0,2313
25,0.806451613,0,1,393,0,2313
3,1,0,1,933,0,2315
0,0,0,1,263,0,2315
3,1,0,1,627,0,2315
4,1,0,1,601,0,2316
2,1,0,1,645,0,2316
5,1,0,1,624,0,2322
61,1,123,2,1293.5,1,2322
2,1,0,1,1011,0,2322
10,1,0,1,232,0,2323
7,0.411764706,0,1,721,0,2324
0,0,0,1,283,0,2325
0,0,0,1,602,0,2325
0,0,0,1,386,0,2325
2,0.285714286,23,2,694.5,1,2326
1,1,0,1,480,0,2327
2,0.666666667,0,1,200,0,2327
4,1,0,1,533,0,2328
8,1,0,1,151,0,2328
0,0,0,1,213,0,2328
2,1,0,1,625,0,2328
16,0.888888889,717,4,1383.75,1,2329
4,0.571428571,0,1,256,0,2330
0,0,0,1,684,0,2330
2,1,0,1,401,0,2331
5,0.166666667,0,1,403,0,2331
2,1,0,1,257,0,2331
3,0.75,0,1,203,0,2332
6,1,0,1,757,0,2332
9,0.9,0,1,489,0,2332
54,0.72,1879,2,1411,1,2332
4,0.8,0,1,568,0,2333
3,0.428571429,0,1,988,0,2333
2,1,0,1,601,0,2334
8,0.571428571,0,1,908,0,2335
3,1,0,1,3026,0,2335
4,1,0,1,642,0,2336
5,1,0,1,2729,0,2336
8,1,0,1,405,0,2336
4,0.307692308,0,1,1456,0,2337
1,1,0,1,1402,0,2337
5,0.454545455,411,2,978,1,2338
0,0,0,1,298,0,2338
18,0.5625,3,2,1570,1,2338
0,0,0,1,53,0,2338
2,0.095238095,0,1,274,0,2339
11,1,0,1,911,0,2339
0,0,0,1,741,0,2340
14,0.823529412,0,1,1783,0,2342
2,0.5,0,2,907.5,1,2342
0,0,0,2,360.5,1,2342
1,0.333333333,0,1,214,0,2345
0,0,0,1,890,0,2345
3,0.75,0,2,630,1,2345
2,0.181818182,0,1,455,0,2346
5,0.714285714,11,3,773.3333333,1,2347
5,0.833333333,0,1,263,0,2348
20,1,0,1,2720,0,2349
1,0.5,0,1,423,0,2349
7,0.636363636,0,1,317,0,2351
8,0.888888889,0,1,464,0,2352
8,1,0,1,720,0,2352
2,1,0,1,530,0,2353
3,0.5,0,2,367.5,1,2353
1,1,0,1,267,0,2354
2,0.666666667,0,1,350,0,2356
6,0.461538462,0,1,1670,0,2358
5,0.333333333,0,1,1560,0,2358
32,0.842105263,0,1,780,0,2359
0,0,0,1,430,0,2359
11,1,0,1,593,0,2360
33,0.942857143,0,1,1131,0,2360
25,0.555555556,833,4,835.5,1,2360
20,0.952380952,0,1,1064,0,2362
2,0.666666667,0,1,632,0,2363
8,1,0,1,527,0,2363
9,0.9,0,1,481,0,2364
1,0.083333333,0,1,113,0,2364
7,0.777777778,0,1,247,0,2364
9,0.529411765,0,1,428,0,2365
4,0.8,0,2,641,1,2366
3,0.75,0,1,408,0,2366
2,0.5,0,1,990,0,2368
1,0.25,0,1,484,0,2369
8,1,0,1,659,0,2369
3,1,0,1,2337,0,2371
1,0.090909091,0,1,813,0,2372
1,1,0,1,1750,0,2373
3,1,0,1,357,0,2375
0,0,0,1,590,0,2375
2,1,0,1,1520,0,2375
2,1,0,1,481,0,2375
18,1,0,1,347,0,2376
32,0.8,0,1,1905,0,2376
3,0.6,115,2,474,1,2376
1,1,0,1,314,0,2377
3,1,0,1,299,0,2378
9,0.5625,84,8,726.875,1,2378
0,0,0,1,261,0,2378
3,0.75,0,1,1099,0,2378
7,1,0,1,614,0,2379
1,0.5,0,1,134,0,2379
2,1,0,1,340,0,2380
1,0.5,0,1,334,0,2380
3,1,0,1,2181,0,2380
1,1,0,1,1305,0,2380
1,1,0,1,696,0,2382
3,1,3,2,521.5,1,2382
9,0.191489362,532,3,415.3333333,1,2383
0,0,0,1,267,0,2383
6,0.75,0,2,180,1,2383
1,1,0,1,247,0,2383
0,0,0,1,91,0,2385
1,1,0,1,176,0,2385
4,0.666666667,0,1,610,0,2386
1,1,238,2,568,1,2386
50,0.806451613,0,1,308,0,2387
1,0.166666667,0,1,685,0,2389
0,0,0,2,328,1,2390
0,0,0,1,105,0,2390
9,0.9,0,1,985,0,2391
1,1,0,1,307,0,2391
5,1,0,1,213,0,2391
3,1,0,1,567,0,2391
0,0,0,1,471,0,2392
1,1,0,1,197,0,2393
33,0.673469388,0,1,1556,0,2393
3,1,0,1,477,0,2394
4,1,0,1,527,0,2395
3,0.6,0,1,724,0,2397
1,1,0,1,822,0,2398
2,0.5,0,1,364,0,2398
1,1,0,1,544,0,2398
1,0.5,0,3,608.6666667,1,2398
3,0.5,0,1,299,0,2400
14,0.777777778,2,2,831.5,1,2400
10,0.147058824,0,1,255,0,2401
0,0,0,1,659,0,2401
6,1,0,1,793,0,2401
0,0,0,1,82,0,2402
18,1,0,1,2109,0,2403
2,1,0,1,487,0,2404
8,0.888888889,0,1,577,0,2404
12,0.666666667,0,1,1856,0,2405
32,0.864864865,0,1,508,0,2405
9,0.692307692,0,1,934,0,2407
5,1,0,1,402,0,2407
9,0.75,0,1,177,0,2407
6,0.857142857,0,1,424,0,2407
3,1,0,1,557,0,2411
19,1,0,1,1554,0,2411
2,0.666666667,0,1,581,0,2412
1,0.5,0,1,420,0,2413
3,1,0,1,772,0,2415
1,1,0,1,783,0,2415
7,1,0,1,462,0,2416
3,0.75,0,1,435,0,2417
1,1,0,1,535,0,2418
0,0,0,1,1481,0,2419
1,1,0,1,127,0,2420
26,0.928571429,0,1,992,0,2420
3,1,0,1,509,0,2420
1,0.5,932,2,364.5,1,2420
1,0.5,0,1,680,0,2420
6,0.857142857,0,1,533,0,2421
9,0.692307692,0,1,212,0,2421
6,0.666666667,51,2,3433.5,1,2422
3,0.142857143,8,4,828.25,1,2422
28,0.875,0,1,2206,0,2423
13,1,0,1,677,0,2423
1,1,0,1,348,0,2423
6,0.857142857,12,2,478,1,2424
1,0.5,0,1,532,0,2426
7,0.875,0,1,275,0,2427
0,0,0,1,531,0,2428
4,0.129032258,725,2,801.5,1,2428
4,0.8,388,2,865,1,2428
2,1,0,1,722,0,2432
0,0,0,1,83,0,2432
0,0,0,1,34,0,2433
1,0.5,0,1,402,0,2434
15,0.833333333,0,1,288,0,2434
2,0.666666667,0,1,1298,0,2436
1,1,0,1,590,0,2436
4,0.8,0,1,383,0,2436
2,0.142857143,0,1,281,0,2437
1,0.5,0,1,257,0,2437
1,1,0,1,783,0,2437
2,0.666666667,0,1,176,0,2437
7,1,0,1,623,0,2438
1,1,0,1,117,0,2439
4,0.8,948,2,515.5,1,2440
3,1,0,1,318,0,2441
4,0.666666667,0,1,624,0,2442
3,1,0,1,594,0,2443
7,0.875,0,1,1183,0,2443
1,1,0,1,154,0,2443
2,1,0,1,395,0,2445
1,1,0,1,336,0,2447
1,1,0,1,582,0,2448
1,1,0,1,533,0,2449
2,0.125,0,1,213,0,2450
0,0,0,1,952,0,2451
16,1,0,1,400,0,2453
2,1,0,1,1021,0,2458
7,0.875,60,2,618.5,1,2459
1,0.5,0,1,332,0,2460
2,1,0,1,534,0,2466
1,0.25,0,1,449,0,2467
1,0.166666667,0,1,323,0,2467
1,0.2,0,1,345.5,0,2468
0,0,0,1,202,0,2468
1,0.333333333,31,2,1585.5,1,2471
1,1,0,1,372,0,2471
9,0.9,1111,2,443,1,2472
11,0.785714286,0,1,1534,0,2472
5,1,0,1,1519,0,2472
2,1,0,1,1116,0,2473
1,0.333333333,0,1,561,0,2473
1,1,0,1,499,0,2474
3,0.6,0,1,712,0,2475
4,1,0,1,247,0,2476
1,0.25,0,2,198,1,2478
4,1,0,1,4372,0,2479
2,1,0,1,607,0,2481
1,0.1,0,1,1062,0,2481
75,0.986842105,0,1,2028,0,2482
3,0.75,0,1,424,0,2485
1,0.2,0,1,1186,0,2485
3,1,0,1,1444,0,2485
5,0.833333333,0,1,352,0,2486
0,0,0,1,206,0,2486
6,1,0,1,854,0,2486
0,0,0,1,781,0,2490
12,1,0,1,994,0,2491
2,0.666666667,0,1,668,0,2491
17,0.404761905,0,2,1144,1,2491
6,0.857142857,0,1,190,0,2492
0,0,0,1,46,0,2493
0,0,0,1,220,0,2493
7,0.5,0,1,54,0,2494
2,0.666666667,0,2,489.3333333,1,2494
2,0.1,0,1,540,0,2494
2,1,0,1,221,0,2494
5,1,0,1,377,0,2495
5,1,0,1,476,0,2496
1,0.5,0,1,287,0,2498
1,1,0,1,36,0,2499
9,0.818181818,98,2,645.5,1,2501
2,1,0,1,1074,0,2503
219,0.990950226,0,1,1549,0,2504
0,0,0,1,262,0,2504
2,0.333333333,0,1,179,0,2505
5,1,0,1,530,0,2508
4,0.153846154,1730,2,170.5,1,2510
27,0.931034483,0,1,1756,0,2511
0,0,0,2,374.5,1,2512
6,0.75,0,1,237,0,2514
2,0.333333333,0,1,2927,0,2514
9,1,6,2,469,1,2516
31,0.861111111,1061,2,2095,1,2517
37,0.973684211,0,1,1380,0,2517
3,0.176470588,0,1,358,0,2517
2,1,0,1,344,0,2518
0,0,0,1,420,0,2520
4,0.666666667,0,1,289,0,2521
2,0.5,0,1,652,0,2522
2,0.5,0,1,581,0,2523
0,0,0,1,295,0,2523
5,0.172413793,0,1,1937,0,2525
0,0,0,1,625,0,2526
1,1,0,1,290,0,2528
8,0.666666667,0,1,362,0,2529
12,0.923076923,0,1,1973,0,2530
2,1,0,1,632,0,2530
4,1,0,1,387,0,2533
1,1,0,1,723,0,2534
2,0.5,0,1,1736,0,2535
1,0.5,0,1,175,0,2535
5,1,0,1,1056,0,2536
2,1,0,1,1410,0,2536
0,0,0,1,1088,0,2538
1,0.029411765,0,1,70,0,2539
29,0.935483871,0,1,932,0,2539
2,1,0,1,519,0,2539
4,0.444444444,242,2,782.5,1,2539
0,0,0,1,87,0,2540
0,0,0,1,272,0,2540
1,1,0,1,1445,0,2540
0,0,39,3,794,1,2542
1,1,0,1,838,0,2542
16,0.941176471,0,1,995,0,2545
2,1,0,1,726,0,2548
2,0.5,0,1,461,0,2550
1,0.25,0,1,1373,0,2550
1,1,0,1,326,0,2552
1,0.25,0,1,278,0,2552
6,0.857142857,0,1,783,0,2553
2,1,0,1,983,0,2553
1,1,0,1,291,0,2554
3,0.75,0,1,199,0,2554
4,0.571428571,0,1,78,0,2554
0,0,0,1,335,0,2554
14,1,0,1,379,0,2555
4,1,0,1,402,0,2556
7,0.777777778,0,1,1892,0,2560
7,1,0,1,865,0,2562
4,0.571428571,0,1,315,0,2562
0,0,0,1,209,0,2563
0,0,0,1,413,0,2564
0,0,0,1,396,0,2564
0,0,0,1,190,0,2567
1,1,0,1,120,0,2568
9,0.692307692,2161,6,3468,1,2568
14,1,0,1,450,0,2568
7,0.777777778,0,1,342,0,2568
1,0.5,0,1,289,0,2569
11,0.647058824,0,1,252,0,2569
9,0.9,0,1,240,0,2571
1,0.5,0,1,71,0,2571
1,1,0,1,304,0,2572
1,0.333333333,0,1,917,0,2573
0,0,0,1,117,0,2574
9,0.818181818,0,1,2041,0,2574
17,0.772727273,0,1,1929,0,2575
5,1,0,1,653,0,2576
2,1,0,1,1230,0,2577
