ufb,usefulness,experience,numofrv,lenrv,dup,score
10,1,0,1,2194,0,44
15,0.714285714,0,1,656,0,44
11,1,0,1,677,0,44
50,0.543478261,2312,6,696.5,1,44
19,0.791666667,460,9,1201.444444,1,44
9,1,0,1,301,0,44
1,0.25,0,1,586,0,44
10,0.833333333,0,2,832,1,44
14,0.7,1,4,638.6,1,44
2,1,0,1,408,0,44
22,0.666666667,1555,10,310.2,1,44
1,1,0,1,438,0,44
12,0.5,737,3,762,1,44
4,1,119,2,268.5,1,44
3,0.75,0,1,221,0,44
4,1,0,1,779,0,44
14,0.875,4,2,1147,1,44
3,1,0,1,436,0,44
3,1,0,1,128,0,44
66,0.942857143,1027,3,2775,1,44
1,1,0,1,357,0,44
2,1,0,1,482,0,44
125,0.644329897,787,23,1058.782609,1,44
34,0.739130435,581,5,426.8,1,44
1,0.066666667,0,1,349,0,44
10,0.769230769,16,2,845.5,1,44
8,0.666666667,0,1,542,0,44
8,0.228571429,380,6,666.1666667,1,44
18,0.947368421,0,1,322,0,45
4,0.8,30,2,755,1,45
13,0.866666667,0,1,641,0,45
2,1,0,1,440,0,45
3,1,0,2,762,1,45
1,1,0,1,362,0,45
1,0.5,0,1,591,0,45
2,0.666666667,0,1,551,0,45
2,1,0,1,198,0,45
0,0,0,1,390,0,45
1,1,0,1,458,0,45
5,0.294117647,0,1,379,0,45
1,1,0,1,640,0,45
4,0.571428571,0,1,366,0,45
7,0.875,699,3,2402.666667,1,45
13,0.65,0,1,940,0,45
23,0.766666667,1065,4,261.25,1,45
6,0.857142857,0,1,279,0,45
6,0.75,0,1,670,0,45
2,1,0,1,510,0,45
13,0.684210526,0,1,1312,0,45
4,1,0,1,435,0,45
1,0.333333333,0,1,268,0,45
3,0.75,0,1,277,0,45
72,0.571428571,1071,46,451.1521739,1,45
7,0.538461538,0,1,616,0,45
2,0.5,0,1,1164,0,45
0,0,0,1,938,0,45
8,1,14,2,694,1,45
18,0.947368421,0,1,2865,0,45
7,0.5,0,1,1707,0,45
21,0.75,13,6,906.5,1,45
2,0.666666667,0,1,564,0,45
19,0.218390805,62,2,268.5,1,45
17,0.894736842,127,3,803,1,45
7,0.583333333,293,8,996.125,1,45
1,1,0,1,231,0,45
14,0.777777778,0,1,227,0,45
1,1,0,1,952,0,45
11,0.916666667,0,1,635,0,45
2,0.25,0,1,532,0,45
1,1,0,1,1122,0,45
5,0.714285714,0,1,461,0,45
9,0.529411765,0,1,169,0,45
3,1,0,1,504,0,45
3,1,0,1,274,0,45
2,1,0,1,957,0,45
3,1,0,1,178,0,45
5,0.294117647,0,1,832,0,45
0,0,0,1,883,0,46
2,1,0,1,148,0,46
63,0.887323944,2435,10,469.7,1,46
2,1,0,1,1518,0,46
1,1,0,1,527,0,46
5,1,0,1,905,0,46
1,1,0,1,282,0,46
7,0.777777778,0,1,1538,0,46
12,1,943,2,433,1,46
2,0.666666667,0,1,175,0,46
17,0.62962963,0,1,485,0,46
18,0.5625,134,2,841,1,46
35,1,2,1,207.3333333,0,46
18,1,0,1,468,0,46
0,0,0,1,417,0,46
8,1,0,1,1348,0,46
2,0.5,0,1,290,0,46
14,0.777777778,153,4,368.25,1,46
1,1,0,2,328,1,46
1,1,0,1,510,0,46
5,0.833333333,134,2,667.5,1,46
8,1,0,1,582,0,46
46,0.605263158,1205,13,552.1538462,1,46
2,0.666666667,0,1,178,0,46
3,1,0,1,974,0,46
2,0.666666667,0,1,511,0,46
11,1,0,1,617,0,46
5,1,0,1,749,0,46
4,1,0,1,519,0,46
3,0.75,638,2,692.5,1,46
0,0,0,1,108,0,46
7,0.875,0,1,702,0,46
3,0.75,0,1,717,0,46
5,1,0,1,662,0,46
0,0,0,1,192,0,46
14,0.7,356,7,875.1428571,1,46
1,0.25,0,1,472,0,46
18,0.529411765,1567,6,597.3333333,1,46
11,0.846153846,0,1,750,0,46
18,0.818181818,0,1,453,0,46
8,0.727272727,0,1,408,0,46
1,0.5,0,1,532,0,46
8,0.5,833,2,316.5,1,46
6,0.6,0,1,274,0,46
2,0.666666667,0,1,1695,0,46
12,1,657,2,557,1,46
3,0.6,0,1,252,0,46
3,1,0,1,422,0,46
2,0.25,0,1,660,0,46
2,1,2,1,934,0,46
9,0.346153846,136,4,346.25,1,46
16,0.5,2181,6,598.5,1,46
1,1,0,1,224,0,46
12,0.8,0,3,547.3333333,1,46
10,0.714285714,0,6,893.5,1,46
6,0.75,632,3,915.6666667,1,46
11,1,0,1,426,0,46
15,0.9375,177,4,753.5,1,46
2,0.5,0,1,534,0,46
1,1,0,1,329,0,46
8,1,0,1,291,0,46
3,1,0,1,431,0,47
20,1,0,1,424,0,47
1,1,0,1,423,0,47
1,1,0,1,385,0,47
18,0.666666667,136,4,368.75,1,47
3,1,0,1,734,0,47
18,0.486486486,0,1,1016,0,47
6,0.857142857,0,1,407,0,47
4,1,447,6,1140.333333,1,47
6,0.75,135,2,1633,1,47
0,0,0,1,327,0,47
14,0.7,799,2,807,1,47
12,0.857142857,949,2,514,1,47
0,0,0,1,1814,0,47
0,0,0,1,152,0,47
12,0.857142857,0,1,608,0,47
10,1,0,1,1384,0,47
2,0.25,380,2,192,1,47
2,1,4,2,223.5,1,47
5,1,0,1,503,0,47
1,0.5,0,1,532,0,47
1,1,0,1,394,0,47
31,0.596153846,42,6,1947.5,1,47
36,0.642857143,1,2,717,1,47
12,1,0,1,575,0,47
1,0.5,0,1,634,0,47
11,1,0,1,1867,0,47
5,1,0,1,1220,0,47
3,1,0,1,96,0,47
56,0.965517241,103,2,1872,1,47
1,1,955,2,401,1,47
1,0.333333333,0,1,531,0,47
13,0.448275862,0,1,1223,0,47
5,0.833333333,0,1,425,0,47
2,0.222222222,0,1,356,0,47
47,0.758064516,373,28,1108.035714,1,47
7,0.875,0,1,291,0,47
4,0.8,0,1,258,0,47
3,0.5,0,1,279,0,47
0,0,0,1,579,0,47
13,1,0,1,476,0,47
32,0.653061224,1087,5,3335.8,1,47
0,0,0,1,243,0,47
21,0.75,0,2,337,1,47
20,0.689655172,0,1,1234,0,47
6,0.857142857,0,1,666,0,47
1,1,0,1,800,0,47
2,0.666666667,0,1,149,0,47
1,1,0,1,266,0,47
12,0.631578947,68,7,1671.857143,1,47
6,0.75,0,3,982.6666667,1,47
22,0.916666667,0,1,484,0,47
14,0.666666667,0,1,277,0,47
5,0.833333333,0,1,315,0,47
14,0.933333333,0,1,768,0,47
9,1,0,1,2083,0,47
18,0.947368421,501,3,596,1,47
2,1,0,1,610,0,47
8,1,0,1,272,0,47
2,1,0,1,430,0,47
8,1,0,4,456.5,1,47
15,0.9375,1644,2,577,1,48
16,0.64,49,3,736.6666667,1,48
2,1,0,1,142,0,48
7,0.368421053,0,1,744,0,48
7,0.7,0,1,2281,0,48
6,0.857142857,0,1,735,0,48
1,0.25,0,1,474,0,48
3,0.5,0,1,476,0,48
1,1,0,1,231,0,48
3,1,0,1,729,0,48
64,0.842105263,2053,20,1448.05,1,48
6,0.545454545,0,1,862,0,48
31,0.430555556,0,1,386,0,48
4,0.8,0,1,394,0,48
13,1,0,1,857,0,48
1,1,0,1,703,0,48
5,1,228,2,652,1,48
8,0.888888889,0,1,529,0,48
8,0.5,0,3,474.6666667,1,48
1,1,1114,3,781.3333333,1,48
8,0.296296296,0,1,446,0,48
9,0.9,0,1,1108,0,48
0,0,0,1,453,0,48
8,0.727272727,0,1,714,0,48
7,1,0,1,712,0,48
4,0.266666667,0,1,449,0,48
2,1,942,2,373,1,48
3,1,0,1,904,0,48
3,0.75,0,2,201.5,1,48
1,0.5,0,3,586,1,48
8,0.571428571,0,1,179,0,48
5,1,0,1,808,0,48
4,0.666666667,0,1,65,0,48
2,0.666666667,0,1,202,0,48
3,0.214285714,0,1,222,0,48
2,1,0,1,679,0,48
0,0,0,1,581,0,48
7,0.7,0,1,3786,0,48
3,1,0,1,658,0,48
3,0.6,0,1,540,0,48
6,0.333333333,35,2,454,1,48
188,0.8,1373,19,1064,1,48
3,0.75,0,1,290,0,48
1,1,0,1,170,0,48
13,0.866666667,13,3,1119.333333,1,48
12,0.923076923,0,1,659,0,48
1,1,0,1,324,0,48
2,0.5,0,1,105,0,48
3,1,6,2,622.5,1,48
7,0.875,159,3,1350.75,1,48
1,0.333333333,756,2,1731,1,48
13,0.8125,1355,3,1935.666667,1,48
5,1,0,1,1885,0,49
5,1,0,1,449,0,49
8,1,0,1,593,0,49
1,0.2,0,1,322,0,49
0,0,352,2,625.5,1,49
0,0,0,1,319,0,49
2,1,0,1,240,0,49
12,0.75,264,2,380.5,1,49
55,0.982142857,147,3,4149.666667,1,49
1,0.2,0,1,136,0,49
24,0.75,1160,3,2454.333333,1,49
3,0.6,0,1,842,0,49
3,0.75,0,1,879,0,49
2,1,0,1,511,0,49
9,0.9,8,2,554,1,49
3,0.75,78,2,338.5,1,49
1,0.2,0,1,513,0,49
2,0.125,63,2,642.5,1,49
3,1,0,1,545,0,49
5,0.833333333,0,1,989,0,49
27,0.642857143,309,6,344.8333333,1,49
14,1,0,1,356,0,49
6,1,1627,2,471.5,1,49
6,0.545454545,0,3,354.3333333,1,49
18,0.9,1037,3,594.6666667,1,49
2,0.125,0,1,397,0,49
4,0.5,0,1,626,0,49
0,0,0,1,269,0,49
0,0,0,1,400,0,49
6,1,0,1,453,0,49
6,1,0,1,2716,0,49
27,0.870967742,189,3,540.6666667,1,49
40,0.579710145,2853,12,1086.416667,1,49
2,0.666666667,0,1,294,0,49
22,0.916666667,0,1,1130,0,49
1,0.5,286,2,362,1,49
1,0.5,0,1,403,0,49
21,0.724137931,0,1,764,0,49
99,0.933962264,2,2,2205.5,1,49
7,1,0,1,1309,0,49
3,0.75,0,1,1095,0,49
2,1,0,1,372,0,49
14,0.736842105,1122,4,279,1,49
81,0.771428571,1260,8,1105.333333,1,49
3,0.75,0,1,226,0,49
1,1,0,1,1143,0,50
2,1,0,1,451.5,0,50
21,1,0,1,853,0,50
2,1,0,1,374,0,50
11,0.916666667,34,3,497.6666667,1,50
15,0.681818182,0,1,254,0,50
2,1,0,1,195,0,50
4,0.8,166,2,309,1,50
12,1,0,4,443.25,1,50
31,0.939393939,0,1,1583,0,50
76,0.737864078,1613,31,1085.645161,1,50
16,0.8,0,1,1964,0,50
3,0.428571429,15,2,648,1,50
7,1,0,1,451,0,50
2,1,0,1,655,0,50
137,0.85625,1636,21,1412.238095,1,50
1,0.5,0,1,511,0,50
23,0.851851852,0,1,3592,0,50
20,0.540540541,0,1,660,0,50
6,1,0,1,402,0,50
3,1,0,1,991,0,50
2,1,0,1,352,0,50
5,0.625,0,1,441,0,50
1,1,0,1,226,0,50
3,1,0,1,466,0,50
3,0.75,0,1,452,0,50
14,0.518518519,0,1,1321,0,50
1,1,0,2,221.5,1,50
2,1,0,1,436,0,50
1,1,0,1,291,0,50
2,1,0,1,702,0,50
4,1,622,3,262.6666667,1,50
14,0.875,0,1,750,0,50
8,0.888888889,0,1,496,0,50
3,0.6,0,1,984,0,50
10,0.909090909,0,1,408,0,50
5,1,0,1,320,0,50
13,0.65,0,2,1011,1,50
4,0.222222222,0,1,346,0,50
0,0,0,1,234,0,50
10,0.588235294,2240,2,231.5,1,50
3,0.75,0,1,639,0,50
14,0.823529412,260,3,235.3333333,1,50
2,1,0,1,1092,0,50
9,0.818181818,0,1,2741,0,50
7,1,0,1,365,0,50
12,0.8,1723,3,278,1,50
0,0,0,1,311,0,50
0,0,0,1,946,0,50
3,1,707,3,499.3333333,1,50
1,1,0,1,244,0,50
12,0.413793103,0,1,391,0,50
214,0.87704918,942,31,732.8387097,1,50
11,0.846153846,185,2,1018,1,50
0,0,0,1,272,0,50
2,1,0,1,1119,0,51
1,0.25,0,1,520,0,51
2,0.666666667,0,1,207,0,51
22,0.226804124,0,1,832,0,51
3,0.375,0,1,205,0,51
18,0.666666667,1259,2,1033,1,51
10,0.769230769,0,1,481,0,51
7,0.14893617,0,1,135,0,51
0,0,0,1,91,0,51
23,0.821428571,0,1,1181,0,51
3,0.75,0,1,614,0,51
0,0,0,2,123,1,51
6,0.857142857,0,1,793,0,51
16,0.941176471,198,3,1263,1,51
0,0,0,1,600,0,51
5,1,171,5,1388.6,1,51
18,0.580645161,1324,5,440.6,1,51
85,0.779816514,51,2,938,1,51
13,0.393939394,0,1,1239,0,51
1,1,328,3,280.6666667,1,51
1,1,0,1,465,0,51
3,1,14,1,665,0,51
10,0.666666667,13,3,374.6666667,1,51
47,0.921568627,0,2,311,1,51
1,1,0,1,461,0,51
3,0.5,835,2,630.5,1,51
10,0.769230769,168,1,606,0,51
13,0.565217391,412,4,518.25,1,51
11,0.55,949,2,299.5,1,51
0,0,0,1,393,0,51
4,0.666666667,0,5,793.8,1,51
13,0.684210526,744,5,412.8,1,51
6,0.315789474,0,1,1279,0,51
125,0.477099237,1271,15,1115.75,1,51
2,1,176,5,521.6,1,51
15,0.833333333,0,1,597,0,51
71,0.601694915,72,2,419.3333333,1,51
8,0.727272727,0,1,958,0,51
34,0.871794872,0,1,703,0,51
4,1,0,1,1521,0,51
2,1,0,3,662.6666667,1,51
9,0.9,0,1,446,0,51
1,1,0,1,697,0,51
6,1,347,2,382,1,51
1,1,0,1,258,0,51
13,0.154761905,0,1,760,0,51
4,0.5,0,1,489,0,51
12,0.8,0,1,317,0,51
11,0.611111111,0,1,1268,0,51
2,1,0,1,932,0,51
1,1,0,1,585,0,51
54,0.6,2191,17,535.5294118,1,51
12,0.857142857,700,2,826.6666667,1,51
4,1,0,1,345,0,52
4,1,0,1,657,0,52
0,0,0,1,386,0,52
3,0.75,1279,2,1054.5,1,52
6,1,0,1,966,0,52
5,0.833333333,0,1,399,0,52
7,0.777777778,0,1,267,0,52
3,1,0,1,951,0,52
3,1,0,1,773,0,52
62,1,0,1,1364,0,52
30,1,0,1,602,0,52
2,0.2,860,2,288.5,1,52
8,0.380952381,0,1,398,0,52
166,0.658730159,2731,52,1165.346154,1,52
6,0.6,1252,2,314.5,1,52
17,0.944444444,0,1,377,0,52
16,0.842105263,1370,3,1186.666667,1,52
11,1,0,1,1566,0,52
0,0,0,1,3660,0,52
15,0.75,0,1,1464,0,52
4,0.363636364,0,1,1123,0,52
21,0.677419355,0,5,653.8,1,52
18,0.947368421,0,1,476,0,52
22,0.846153846,637,4,1039.75,1,52
1,1,881,4,509.5,1,52
3,1,0,1,355,0,52
3,0.6,0,1,304,0,52
16,1,0,1,796,0,52
14,0.608695652,233,2,591,1,52
7,0.636363636,0,1,1907,0,52
1,0.5,0,1,393,0,52
0,0,0,1,575,0,52
8,1,232,3,445.6666667,1,52
4,1,617,2,425,1,52
7,0.538461538,0,1,713,0,52
22,0.846153846,0,2,240.5,1,52
1,1,0,1,548,0,52
67,0.72826087,607,3,1471.666667,1,52
0,0,0,1,472,0,52
22,0.956521739,4,3,547,1,52
1,1,0,1,479,0,52
3,1,0,1,1782,0,52
1,1,0,1,458,0,52
1,1,0,1,1123,0,52
9,0.5625,0,1,572,0,52
88,0.624113475,2331,8,1069.25,1,52
2,0.666666667,0,1,644,0,52
1,1,0,1,527,0,52
1,1,0,1,271,0,52
2,1,0,1,1115,0,52
4,1,0,1,717,0,52
30,0.769230769,206,9,1307.222222,1,52
0,0,0,1,706,0,52
2,1,0,1,452,0,52
1,0.333333333,0,1,1237,0,53
6,0.857142857,0,1,277,0,53
4,1,0,1,1203,0,53
4,1,0,1,175,0,53
0,0,0,1,676,0,53
1,1,0,1,89,0,53
10,0.555555556,0,3,500.3333333,1,53
21,0.807692308,378,3,466,1,53
8,0.533333333,1154,3,196.3333333,1,53
1,1,0,1,431,0,53
9,0.818181818,0,1,267,0,53
6,1,1148,2,267,1,53
2,1,0,1,978,0,53
4,0.8,0,1,375,0,53
5,0.625,0,1,1099,0,53
13,0.866666667,1079,3,483.3333333,1,53
30,0.681818182,1993,2,958,1,53
2,0.4,0,1,980,0,53
1,1,0,1,299,0,53
2,1,0,1,310,0,53
7,0.875,0,1,1561,0,53
24,0.888888889,926,5,1335.2,1,53
2,0.666666667,0,1,1001,0,53
1,1,0,1,3581,0,53
0,0,0,1,556,0,53
2,1,0,1,649,0,53
64,0.888888889,2202,12,817.4166667,1,53
11,0.916666667,10,2,2984,1,53
7,0.875,0,1,1089,0,53
48,0.941176471,0,1,1241,0,53
12,1,397,2,600.5,1,53
2,0.25,0,1,168,0,53
56,0.835820896,1341,3,969.6666667,1,53
4,0.571428571,0,1,198,0,53
2,1,0,1,1040,0,53
102,0.86440678,1070,5,1680.4,1,53
3,0.75,0,1,475,0,53
0,0,0,1,552,0,53
8,0.888888889,0,1,1325,0,53
60,0.666666667,1212,6,2568.833333,1,53
12,0.857142857,0,1,865,0,53
5,0.833333333,6,1,219,0,53
51,0.80952381,0,1,1110,0,53
3,0.428571429,827,2,505,1,53
0,0,0,1,336,0,53
19,0.791666667,0,1,1479,0,53
4,0.8,1609,2,392.5,1,53
6,0.857142857,0,1,147,0,53
3,0.75,454,3,485.3333333,1,53
3,0.5,0,1,312,0,53
4,0.444444444,0,2,295,1,53
11,0.916666667,1315,3,843.3333333,1,53
0,0,0,1,564,0,53
3,0.6,0,1,1094,0,53
39,1,1062,4,1147.75,1,53
4,0.333333333,0,1,203,0,53
4,1,0,1,1083,0,53
2,0.166666667,0,1,154,0,53
3,1,0,1,565,0,54
21,0.913043478,3,2,553.5,1,54
10,0.769230769,268,5,1510.8,1,54
6,1,95,2,1209,1,54
4,1,0,1,907,0,54
4,1,598,2,363,1,54
11,0.785714286,0,1,1119,0,54
1,1,0,1,726,0,54
8,0.363636364,366,3,787,1,54
3,1,0,1,366,0,54
9,1,0,1,403,0,54
3,0.6,262,4,603.75,1,54
2,1,0,1,567,0,54
19,0.633333333,1193,4,1241.75,1,54
5,1,1191,2,613,1,54
16,0.888888889,2,2,1393,1,54
30,0.428571429,0,1,2172,0,54
3,0.75,0,1,636,0,54
3,0.214285714,0,1,285,0,54
3,1,0,1,629,0,54
0,0,0,1,1739,0,54
7,0.875,0,1,361,0,54
5,0.833333333,0,1,281,0,54
2,1,0,1,1014,0,54
2,1,0,1,313,0,54
3,1,0,1,1870,0,54
7,0.583333333,0,1,4070,0,54
4,0.666666667,0,1,320,0,54
4,0.571428571,0,1,133,0,54
2,1,0,1,703,0,54
2,0.181818182,0,1,115,0,54
5,1,0,1,1253,0,54
10,0.555555556,0,1,220,0,54
3,1,0,1,1156,0,54
8,0.727272727,0,1,1584,0,54
41,0.931818182,0,1,810,0,54
19,0.542857143,2562,3,725.3333333,1,54
114,0.826086957,1455,42,659.952381,1,54
3,0.75,0,2,193.6666667,1,54
32,0.941176471,891,7,1344.285714,1,54
0,0,0,1,431,0,54
1,1,0,1,128,0,54
13,0.866666667,0,1,377,0,54
17,0.894736842,0,1,717,0,54
12,0.52173913,0,2,1150,1,54
145,0.873493976,1951,10,1359.1,1,54
1,0.111111111,0,1,164,0,54
1,0.5,0,1,220,0,54
3,1,0,1,1388,0,55
2,0.5,0,1,329,0,55
6,0.857142857,0,1,1391,0,55
2,1,0,1,1118,0,55
26,0.604651163,521,5,280.2,1,55
0,0,0,1,421,0,55
2,0.666666667,0,1,106,0,55
20,0.909090909,407,2,1058,1,55
1,1,0,1,586,0,55
2,1,0,1,412,0,55
50,0.434782609,1109,22,1054.045455,1,55
2,0.666666667,0,1,545,0,55
1,1,0,1,600,0,55
2,1,0,1,815,0,55
1,0.5,0,1,282,0,55
2,0.666666667,0,1,370,0,55
4,0.666666667,0,1,738,0,55
8,1,0,1,395,0,55
30,0.833333333,0,1,1225,0,55
1,1,0,1,1006,0,55
2,0.5,0,1,75,0,55
1,0.333333333,0,1,453,0,55
11,0.647058824,0,2,1335.5,1,55
1,1,0,2,158,1,55
1,0.5,0,1,559,0,55
1,1,0,1,146,0,55
13,0.684210526,252,6,506.6666667,1,55
179,0.978142077,1624,5,2573,1,55
17,0.894736842,364,2,534,1,55
6,1,175,2,299,1,55
0,0,0,1,932,0,55
0,0,0,1,231,0,55
69,0.802325581,3,2,778.5,1,55
26,0.928571429,0,1,410,0,55
2,1,0,1,881,0,55
1,1,0,1,575,0,55
2,1,0,1,482,0,55
1,0.5,0,1,908,0,55
20,0.307692308,0,1,3428,0,55
6,1,0,2,390.5,1,55
6,0.857142857,0,1,332,0,55
27,0.931034483,0,3,410.3333333,1,55
0,0,0,1,343,0,55
3,0.6,0,1,464,0,55
2,0.5,0,1,355,0,55
2,1,216,2,537,1,55
4,1,0,1,299,0,55
316,0.844919786,662,28,3467.357143,1,55
5,0.454545455,0,1,484,0,55
15,0.789473684,0,1,1336,0,55
15,0.833333333,0,1,799,0,55
26,0.684210526,0,1,416,0,55
0,0,658,2,633,1,55
3,1,0,1,145,0,55
1,1,0,1,812,0,55
6,0.857142857,0,1,580,0,55
27,0.72972973,1724,5,2185.6,1,55
8,0.533333333,0,1,1123,0,55
66,0.75,1735,10,868.1,1,55
11,1,18,2,2060.5,1,56
1,0.333333333,0,1,578,0,56
36,0.5625,323,3,934.6666667,1,56
15,0.254237288,417,2,542.5,1,56
4,1,0,1,1626,0,56
3,0.375,0,1,463,0,56
1,0.071428571,1372,2,547.3333333,1,56
0,0,0,1,838,0,56
21,0.875,0,1,1649,0,56
2,1,0,1,347,0,56
2,1,216,2,203,1,56
11,0.846153846,0,1,830,0,56
3,0.75,0,1,613,0,56
1,0.5,0,1,1719,0,56
2,1,0,1,258,0,56
1,0.25,0,1,274,0,56
9,0.818181818,0,1,308,0,56
2,1,0,1,332,0,56
5,0.357142857,0,1,1259,0,56
15,0.394736842,6,2,2383,1,56
3,0.5,0,3,205.6666667,1,56
30,0.9375,306,2,967,1,56
15,0.294117647,1598,2,1329.333333,1,56
9,0.45,15,2,521,1,56
34,0.918918919,1937,5,652.6,1,56
5,0.833333333,0,1,335,0,56
1,1,0,1,604,0,56
3,0.75,0,1,459,0,56
1,1,0,1,695.5,0,56
2,1,0,1,182,0,56
9,0.529411765,0,1,272,0,56
1,0.5,0,1,491,0,56
25,0.568181818,0,1,396,0,56
2,1,0,1,171,0,56
4,0.8,0,1,1276,0,56
1,0.142857143,1639,3,340,1,56
14,0.736842105,1262,4,1302,1,56
0,0,13,2,348,1,56
1,1,0,1,1008,0,56
4,1,0,1,773,0,56
3,0.75,0,1,535,0,56
6,0.5,395,3,171.3333333,1,56
12,0.857142857,965,3,671.6666667,1,56
1,0.090909091,0,1,531,0,56
22,0.733333333,826,6,187,1,56
1,1,0,1,241,0,57
1,0.333333333,3,5,254.2,1,57
9,1,327,3,351,1,57
2,1,0,1,3071,0,57
2,0.666666667,0,1,735,0,57
1,1,0,1,420,0,57
2,0.666666667,0,1,379,0,57
1,0.166666667,0,1,945,0,57
2,1,0,1,226,0,57
1,1,0,1,1714,0,57
0,0,0,1,354,0,57
1,1,0,1,465,0,57
2,1,0,1,837,0,57
25,0.892857143,8,2,362.5,1,57
14,1,0,4,524.5,1,57
3,1,0,1,933,0,57
3,1,0,1,552,0,57
13,0.8125,1545,4,523.5,1,57
13,0.619047619,0,1,804,0,57
10,0.833333333,21,2,385.5,1,57
1,1,0,3,1430.333333,1,57
10,0.666666667,0,1,130,0,57
2,0.4,0,1,1174,0,57
15,0.833333333,3,8,620.75,1,57
10,0.909090909,46,2,412,1,57
7,1,0,1,414,0,57
1,1,0,1,300,0,57
2,0.4,205,3,850.3333333,1,57
31,0.553571429,0,1,1262,0,57
7,1,0,1,383,0,57
3,0.6,0,1,383,0,57
9,0.692307692,0,3,342.6666667,1,57
11,0.6875,689,3,1113,1,57
20,0.833333333,0,1,1287,0,57
6,0.214285714,240,2,623,1,57
43,0.767857143,223,6,2220.571429,1,57
43,0.558441558,322,8,318.375,1,57
3,0.6,0,1,303,0,57
7,0.875,0,1,660,0,57
7,0.466666667,0,1,344,0,57
12,0.444444444,0,1,1415,0,57
1,0.25,0,4,308,1,57
86,0.467391304,1552,3,606,1,57
3,1,0,1,341,0,57
2,1,0,1,554,0,57
9,1,0,1,1267,0,57
0,0,0,1,151,0,57
13,1,0,1,677,0,58
3,1,43,2,974.5,1,58
42,0.823529412,779,7,1374.714286,1,58
3,1,0,1,574,0,58
4,1,0,1,676,0,58
14,1,0,2,917,1,58
8,1,0,1,634,0,58
4,0.571428571,0,1,1186,0,58
0,0,0,1,320,0,58
1,0.333333333,0,2,217.5,1,58
2,1,0,1,297,0,58
1,1,0,1,426,0,58
8,0.380952381,0,1,452,0,58
14,0.777777778,337,2,741.3333333,1,58
1,1,0,1,629,0,58
1,0.2,0,1,222,0,58
101,0.821138211,876,12,1035.666667,1,58
39,0.847826087,546,8,518.125,1,58
18,1,0,1,881,0,58
8,1,0,1,875,0,58
2,0.666666667,0,1,453,0,58
3,0.333333333,0,1,281,0,58
9,0.75,0,1,779,0,58
1,0.5,0,1,4396,0,58
1,1,0,1,363,0,58
2,0.666666667,0,1,403,0,58
17,0.772727273,0,1,1709,0,58
2,1,8,2,329,1,58
2,0.666666667,0,1,1139,0,58
5,0.625,0,1,817,0,58
4,0.444444444,0,1,355,0,58
64,0.761904762,550,31,840.1290323,1,58
1,1,0,1,2409,0,58
22,0.407407407,0,3,461,1,58
2,1,0,1,799,0,58
11,1,0,1,1071,0,58
1,1,0,1,549,0,58
14,0.378378378,0,1,307,0,58
7,0.777777778,860,3,1006,1,58
5,1,0,1,641,0,58
1,0.333333333,0,1,1148,0,58
5,0.714285714,0,1,387,0,58
26,0.619047619,848,8,911.125,1,58
13,0.382352941,0,1,379,0,58
44,0.916666667,0,1,736,0,58
3,0.6,0,1,1295,0,58
29,0.674418605,1017,5,1296,1,58
0,0,0,1,80,0,58
6,1,0,1,354,0,58
6,0.75,534,3,1585.333333,1,58
3,0.6,0,3,344,1,58
1,0.2,0,1,104,0,58
3,1,0,1,1158,0,58
25,0.543478261,1115,5,1541.4,1,58
2,0.666666667,0,1,185,0,58
1,0.5,0,1,759,0,59
0,0,0,1,1187,0,59
6,0.75,34,2,587.5,1,59
14,1,0,2,508.5,1,59
9,1,0,2,459,1,59
1,0.5,0,1,391,0,59
6,0.75,0,1,300,0,59
9,0.9,0,1,478,0,59
72,0.947368421,566,2,1020.333333,1,59
0,0,0,1,267,0,59
57,0.982758621,0,1,653,0,59
4,0.666666667,0,1,610,0,59
1,1,0,1,353,0,59
47,0.746031746,448,4,722.25,1,59
1,1,0,1,159,0,59
18,0.692307692,0,1,2179,0,59
31,0.201298701,0,1,258,0,59
1,0.5,0,1,565,0,59
0,0,0,1,107,0,59
5,0.714285714,0,1,392,0,59
4,0.8,4,2,773,1,59
1,0.5,0,1,560,0,59
3,0.75,0,1,529,0,59
3,1,0,1,107,0,59
7,0.777777778,0,1,235,0,59
13,0.5,19,2,1147,1,59
11,0.55,0,1,149,0,59
2,0.285714286,414,2,422,1,59
1,1,0,1,849,0,59
5,0.833333333,0,1,603,0,59
30,0.909090909,783,3,1491.333333,1,59
0,0,0,1,3248,0,59
26,0.962962963,62,4,437.75,1,59
4,0.666666667,0,1,371,0,59
2,1,0,1,932,0,59
2,0.666666667,0,1,113,0,59
6,0.857142857,0,1,259,0,59
5,0.833333333,0,1,419,0,59
0,0,0,1,832,0,59
26,0.866666667,0,2,417.5,1,59
2,1,0,1,1263,0,59
4,0.571428571,0,1,933,0,59
14,0.933333333,0,1,1001,0,59
35,0.875,0,1,605,0,59
99,0.868421053,2521,21,1283.47619,1,59
1,1,0,1,384,0,59
1,0.090909091,0,1,1390,0,59
0,0,0,1,144,0,60
5,0.5,265,2,517.5,1,60
1,1,0,1,198.5,0,60
31,0.632653061,208,13,493.2142857,1,60
1,1,0,1,813,0,60
60,0.472440945,32,6,674.6363636,1,60
1,0.5,0,1,1299,0,60
19,0.730769231,0,1,195,0,60
11,0.20754717,841,5,288.8,1,60
3,1,0,1,774,0,60
